"Site Name","Province","AFIAT Wave","NGO","Supplier Name","Item Name","Item Code","Item Category","Item Unit","Donor Name","Batch","Expiry Date","Pack Size","Quantity","Unit Price","Currency","Total Price","Total Stock"
Herat PW,Herat,W1,OHPM,UNICEF,Mebendazole 500mg tab,230,Medicine ,Tablet,World Bank,201Q221,2023-08-31,200,1250,24,USD,30000,250000
Herat PW,Herat,W1,OHPM,UNICEF,Mebendazole 500mg tab,230,Medicine ,Tablet,World Bank,20JQ052,2023-09-30,200,748,24,USD,17952,149600
Herat PW,Herat,W1,OHPM,UNICEF,"Metoclopramide 5 mg/ml, in 2 ml, injection solution",234,Medicine ,Ampoule,World Bank,42509,2023-10-31,10,950,2.85,USD,2708,9500
Herat PW,Herat,W1,OHPM,UNICEF,"Metronidazole 5 mg /ml, in 100 ml bottle, solution for infusion with set",238,Medicine ,Bottle,World Bank,22D08E4Z,2024-03-31,50,180,20.3,USD,3649,9000
Herat PW,Herat,W1,OHPM,UNICEF,Misoprostol 200 mcg tab,85,Medicine-HII,Tablet,UNFPA,ACE2106073,2023-05-31,1,400,0.530,USD,212,400
Herat PW,Herat,W1,OHPM,UNICEF,Misoprostol 200 mcg tab,85,Medicine-HII,Tablet,World Bank,45220801,2024-06-30,4,1833,0.530,USD,971,7332
Herat PW,Herat,W1,OHPM,UNICEF,Misoprostol 200 mcg tab,85,Medicine-HII,Tablet,World Bank,45220805,2024-07-31,4,1775,0.530,USD,941,7100
Herat PW,Herat,W1,OHPM,UNICEF,Misoprostol 200 mcg tab,85,Medicine-HII,Tablet,World Bank,ACE2106073,2024-05-31,4,400,0.530,USD,212,1600
Herat PW,Herat,W1,OHPM,UNICEF,Misoprostol 200 mcg tab,85,Medicine-HII,Tablet,World Bank,ACE2112119,2023-11-30,4,2700,0.530,USD,1431,10800
Herat PW,Herat,W1,OHPM,UNICEF,"Neostigmine methylsulfate 2.5mg per milliliter, solution for injection",484,Medicine ,Ampoule,World Bank,103024,2024-01-31,10,238,9.88,USD,2351,2380
Herat PW,Herat,W1,OHPM,UNICEF,"Paracetamol (Acetaminophen) 120 mg per 5 milliliters, oral syrup, 60ml",98,Medicine ,Bottle,World Bank,2HO1967,2024-06-30,1,22924,0.230,USD,5273,22924
Herat PW,Herat,W1,OHPM,UNICEF,"Paracetamol (Acetaminophen) 120 mg per 5 milliliters, oral syrup, 60ml",98,Medicine ,Bottle,World Bank,2j00147,2024-07-31,1,16000,0.230,USD,3680,16000
Herat PW,Herat,W1,OHPM,UNICEF,"Penicillin benzyl benzathine 2.4 MU per vial, injection vial",15-2,Medicine ,Vial,World Bank,J2103202,2024-02-29,50,68,23.8,USD,1618,3400
Herat PW,Herat,W1,OHPM,UNICEF,Permethrin Shampoo 1% Solution,264,Medicine ,Bottle,World Bank,B860A,2023-08-31,1,2958,1,USD,2958,2958
Herat PW,Herat,W1,OHPM,UNICEF,Phenoxy Methyl Penicillin (Penicillin V) 250mg tab,103,Medicine ,Tablet,World Bank,203131662,2023-08-31,100,816,1.93,USD,1575,81600
Herat PW,Herat,W1,OHPM,UNICEF,"Phytomenadione (vit K) 10 mg/ml, in 1 ml, injection solution",267,Medicine ,Ampoule,World Bank,F4083F02,2024-05-31,10,155,14.9,USD,2303,1550
Herat PW,Herat,W1,OHPM,UNICEF,"Propofol 10 mg per milliliter, in 20 ml, solution for infusion",421,Medicine ,Ampoule,World Bank,22136051,2024-03-31,5,13,7.61,USD,98.9,65
Herat PW,Herat,W1,OHPM,UNICEF,"Propofol 10 mg per milliliter, in 20 ml, solution for infusion",421,Medicine ,Ampoule,World Bank,22136051,2024-03-31,5,112,7.56,USD,847,560
Herat PW,Herat,W1,OHPM,UNICEF,Retinol 200000IU capsule,109,Medicine ,Capsule,World Bank,4839070,2024-05-31,500,20,12.8,USD,255,10000
Herat PW,Herat,W1,OHPM,UNICEF,Retinol 200000IU capsule,109,Medicine ,Capsule,World Bank,4839070,2024-05-31,500,204,10.5,USD,2150,102000
Herat PW,Herat,W1,OHPM,UNICEF,Sodium Chloride 0.9% 500ml,407,Medicine ,Bottle,World Bank,22112E6D,2024-07-31,20,593,9.72,USD,5764,11860
Herat PW,Herat,W1,OHPM,UNICEF,Sulfamethoxazole 100 mg + trimethoprim 20 mg (co-trimoxazole) per tablet,294,Medicine ,Tablet,World Bank,MG21617,2024-06-30,100,19,0.790,USD,15.0,1900
Herat PW,Herat,W1,OHPM,UNICEF,"Suxamethonium 50 mg/ml, in 2 ml ampoule, injection solution",116,Medicine ,Vial,World Bank,141135,2023-12-31,10,96,7.60,USD,730,960
Kabul PW,Kabul,W1,AKHS,UNICEF,"Calcium gluconate 10% in 10 ml ampoule, injection ampoule",A12AA03,Medicine ,Ampoule,World Bank,2103936,2024-05-31,10,40,4.85,USD,194,400
Kandahar PW,Kandahar,W1,JACK,Afghan Family Guidance Association,Artemether 40mg+Lumefantrine 240mg per tablet,Art+Lum 40+240,Medicine ,Tablet,UNICEF,NA132003G,2023-09-30,6,120,0,USD,0,720
Kandahar PW,Kandahar,W1,JACK,BARAN CW,F-75 Therap.Milk CAN 400g CAR-24,F-75,Nutration,Pack,,68840,2024-06-30,1,30,0,AFN,0,30
Kandahar PW,Kandahar,W1,JACK,BARAN CW,F-75 Therap.Milk CAN 400g CAR-24,F-75,Nutration,Pack,,68840,2024-06-30,1,30,0,USD,0,6
Kandahar PW,Kandahar,W1,JACK,UNICEF,Glyceryl Trinitrate 500mcg tab,212,Medicine ,Tablet,UNICEF,GF943,2024-03-31,1,1300,0.0400,AFN,52,1300
Kandahar PW,Kandahar,W1,JACK,UNICEF,Glyceryl Trinitrate 500mcg tab,212,Medicine ,Tablet,UNICEF,GF943,2024-03-31,1,1300,0.0400,USD,52,5200
Kandahar PW,Kandahar,W1,JACK,UNICEF,"Penicillin benzyl benzathine 2.4 MU per vial, injection vial",15-2,Medicine ,Vial,UNICEF,J2103201,2024-02-29,50,30,23.8,USD,714,1500
Kandahar PW,Kandahar,W1,JACK,UNICEF,"Penicillin benzyl benzathine 2.4 MU per vial, injection vial",15-2,Medicine ,Vial,UNICEF,J2104201,2024-03-31,50,14,23.8,USD,333,1400
Kandahar PW,Kandahar,W1,JACK,UNICEF,"Propofol 10 mg per milliliter, in 20 ml, solution for infusion",421,Medicine ,Ampoule,UNICEF,22136051,2024-03-31,5,14.8,7.57,AFN,112,74
Kandahar PW,Kandahar,W1,JACK,UNICEF,"Propofol 10 mg per milliliter, in 20 ml, solution for infusion",421,Medicine ,Ampoule,UNICEF,22136051,2024-03-31,5,14.8,7.57,USD,112,148
Nangarhar PW,Nangarhar,W1,JACK,JACK CW,"Miconazole 2%, vaginal cream",478,Medicine ,Tube,,,2024-07-31,1,29,0,USD,0,29
Nangarhar PW,Nangarhar,W1,JACK,JACK CW,Povidone iodine sol 10%/Bot 200ml,269,Medical Supply,Bottle,,,2024-06-30,1,1000,0,USD,0,1000
Nangarhar PW,Nangarhar,W1,JACK,UNICEF,"Albendazole 400 mg per tablet, oral chewable tablet",P02CA03,Medicine ,Tablet,UNICEF,1MG96,2024-06-30,100,219,3.25,USD,713,43860
Nangarhar PW,Nangarhar,W1,JACK,UNICEF,"Atracurium Besylate 10 mg per milliliter, solution for injection",M03AC04,Medicine ,Ampoule,,204017,2024-02-29,10,385,22.2,USD,8547,7700
Nangarhar PW,Nangarhar,W1,JACK,UNICEF,"AWD, Periphery Kit Drug",AWD-PKD,Others,Each,UNICEF,100027030,2024-06-30,1,3,612,USD,1835,6
Nangarhar PW,Nangarhar,W1,JACK,UNICEF,"AWD, Periphery Kit Drug",AWD-PKD,Others,Each,UNICEF,100027030,2024-06-30,1,8,626,USD,5011,8
Nangarhar PW,Nangarhar,W1,JACK,UNICEF,"AWD, Periphery kit, Logistic Part",AWD-PKLP,Others,Each,UNICEF,100025728,2024-05-31,1,4,1112,USD,4447,8
Nangarhar PW,Nangarhar,W1,JACK,UNICEF,"Furosemide 10 mg/ml, in 2 ml ampoule, injection solution",53-2,Medicine ,Ampoule,UNICEF,21G28,2024-07-31,10,728,1.94,AFN,1412,7280
Nangarhar PW,Nangarhar,W1,JACK,UNICEF,"Furosemide 10 mg/ml, in 2 ml ampoule, injection solution",53-2,Medicine ,Ampoule,UNICEF,21G28,2024-07-31,10,728,1.94,USD,1412,14560
Nangarhar PW,Nangarhar,W1,JACK,UNICEF,"Gentamicin 10 mg/ml, in 2 ml ampoule, injection solution",197,Medicine ,Ampoule,UNICEF,1EB05145,2024-03-31,50,177,3.44,USD,608,17680
Nangarhar PW,Nangarhar,W1,JACK,UNICEF,"Gentamicin 10 mg/ml, in 2 ml ampoule, injection solution",197,Medicine ,Ampoule,,5145,2024-04-30,50,6,3.50,USD,21,300
Nangarhar PW,Nangarhar,W1,JACK,UNICEF,"Haloperidol 5 mg/ml, in 1 ml, injection solution",214,Medicine ,Ampoule,UNICEF,207714,2024-01-31,10,11,4.51,USD,49.6,220
Nangarhar PW,Nangarhar,W1,JACK,UNICEF,Mebendazole 500mg tab,230,Medicine ,Tablet,UNICEF,20JQ053,2023-09-30,200,8.84,24,USD,212,3536
Nangarhar PW,Nangarhar,W1,JACK,UNICEF,Retinol 100000IU capsule,276,Medicine ,Capsule,UNICEF,AS3544A,2023-11-30,100,6,1.54,USD,9.24,1200
Nangarhar PW,Nangarhar,W1,JACK,UNICEF,Retinol 200000IU capsule,109,Medicine ,Capsule,UNICEF,AS3841A,2024-05-31,100,400,1.75,USD,700,40000

